ProspectiveBuyerKey,ProspectAlternateKey,FirstName,LastName,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,City,StateProvinceCode,PostalCode
826,13402146100,Haley,Bennett,50,S,F,40000,2,0,Partial Co,Clerical,1,1,Everett,WA,98201
835,78990299700,Hunter,Harris,33,S,M,40000,0,0,High Schoo,Skilled Manual,0,2,Everett,WA,98201
867,74375156760,Isaac,Baker,44,S,M,60000,0,0,Graduate D,Professional,0,1,Olympia,WA,98501
881,19375774300,Ian,Hill,44,M,M,60000,0,0,Graduate D,Professional,0,0,Everett,WA,98201
888,49358316659,Isabella,Miller,32,M,F,50000,0,0,Partial Co,Skilled Manual,1,1,Issaquah,WA,98027
893,31897581200,Isabelle,Powell,32,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,Marysville,WA,98270
911,2648,Jacquelyn,Alvarez,32,S,F,20000,0,0,High Schoo,Manual,0,1,Bremerton,WA,98312
913,4828,Joe,Arun,69,S,M,50000,3,0,Bachelors,Management,1,2,Port Orchard,WA,98366
921,18314214900,Jeremiah,Brown,39,M,M,60000,1,0,Graduate D,Professional,1,0,Sedro Woolley,WA,98284
922,33035857081,Jacqueline,Bryant,39,S,F,60000,1,0,Graduate D,Professional,0,0,Ballard,WA,98107
938,6064,Jon,Deng,50,S,M,40000,2,0,Partial Co,Clerical,1,1,Ballard,WA,98107
941,6520,Jonathon,Dominguez,44,M,M,90000,2,0,Bachelors,Professional,1,0,Monroe,WA,98272
948,59429571600,Julian,Foster,51,S,M,40000,2,0,Partial Co,Clerical,1,1,Lynnwood,WA,98036
949,26627582311,James,Foster,45,S,M,70000,2,0,Graduate D,Professional,1,1,Woodinville,WA,98072
967,22054024300,Jackson,Griffin,41,S,M,40000,0,0,Graduate D,Clerical,0,0,Burien,WA,98168
1009,863,Janelle,Mehta,35,M,F,40000,0,0,Graduate D,Clerical,1,0,Lynnwood,WA,98036
1032,2993,Jaime,Ortega,68,S,F,50000,4,0,Bachelors,Management,0,2,Bellingham,WA,98225
1040,13884021043,Jessica,Price,43,S,F,10000,2,0,Partial Co,Manual,0,0,Burien,WA,98168
1053,80689452300,Jose,Robinson,32,S,M,30000,0,0,Partial Hi,Clerical,0,2,Bellingham,WA,98225
1061,6529,Jonathon,Rubio,44,S,M,90000,2,0,Bachelors,Professional,1,0,Edmonds,WA,98020
1067,6946,Jillian,Sanchez,37,S,F,30000,0,0,High Schoo,Manual,0,1,Spokane,WA,99202
1080,59424153566,Julian,Simmons,38,M,M,90000,0,0,High Schoo,Management,1,3,Bellevue,WA,98004
1087,6102,Javier,Suarez,33,M,M,40000,0,0,Partial Hi,Clerical,1,2,Duvall,WA,98019
1128,7606,Kelsey,Anand,41,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Burien,WA,98168
1140,7599,Kelsey,Chander,34,M,F,20000,0,0,High Schoo,Manual,0,1,Olympia,WA,98501
1162,8052,Krystal,He,34,S,F,30000,0,0,Partial Co,Clerical,0,1,Burien,WA,98168
1164,6849,Kendra,Hernandez,69,M,F,20000,1,0,Bachelors,Clerical,1,0,Burien,WA,98168
1171,78837413787,Kyle,King,37,M,M,50000,0,0,Graduate D,Skilled Manual,1,0,Bothell,WA,98011
1175,7491,Katrina,Lal,69,S,F,40000,2,0,Bachelors,Management,0,2,Olympia,WA,98501
1181,1861,Kate,Luo,65,M,F,40000,4,0,High Schoo,Professional,0,2,Port Orchard,WA,98366
1198,4565,Kari,Patel,35,M,F,60000,0,0,Partial Hi,Skilled Manual,1,4,Burien,WA,98168
1211,7367,Kristopher,Raman,37,S,M,20000,0,0,Partial Hi,Manual,0,2,Lynnwood,WA,98036
1238,52841921448,Kayla,Smith,59,S,F,40000,3,0,Partial Co,Professional,1,2,Seattle,WA,98104
1310,6486,Lee,Sanz,43,M,M,40000,0,0,Bachelors,Clerical,1,0,Bremerton,WA,98312
1316,27025402200,Logan,Simmons,76,S,M,50000,2,0,Graduate D,Management,0,2,Yakima,WA,98901
1318,82347524200,Logan,Smith,36,S,M,30000,0,0,Partial Co,Clerical,1,1,Bellingham,WA,98225
1326,2556,Latasha,Torres,39,M,F,10000,0,0,Partial Hi,Manual,0,2,Ballard,WA,98107
1341,1844,Mindy,Aggarwal,64,S,F,40000,5,0,High Schoo,Professional,1,4,Port Orchard,WA,98366
1349,3028,Mallory,Alonso,39,S,F,30000,0,0,High Schoo,Manual,0,1,Spokane,WA,99202
1373,7255,Manuel,Chandra,44,S,M,120000,0,0,Graduate D,Management,0,3,Seattle,WA,98104
1378,36091021895,Makayla,Cooper,55,M,F,20000,3,0,Partial Hi,Clerical,1,2,Everett,WA,98201
1438,37912290100,Makayla,Murphy,63,M,F,30000,3,0,Partial Co,Clerical,1,2,Marysville,WA,98270
1446,7381,Molly,Patel,35,M,F,70000,0,0,Partial Hi,Skilled Manual,0,3,Bellevue,WA,98004
1489,7922,Mitchell,Sharma,74,M,M,50000,2,0,Graduate D,Management,1,2,Kelso,WA,98626
1509,31049198500,Mya,Washington,40,S,F,60000,1,0,Graduate D,Professional,1,0,Tacoma,WA,98403
1510,33684426000,Melissa,Watson,54,S,F,20000,3,0,Partial Hi,Clerical,1,2,Lynnwood,WA,98036
1520,2746,Micah,Zhang,32,M,M,10000,0,0,Partial Hi,Manual,1,2,Lynnwood,WA,98036
1533,798,Naomi,Diaz,48,S,F,40000,1,0,Bachelors,Skilled Manual,1,0,Kirkland,WA,98033
1537,80135023593,Noah,Garcia,44,S,M,50000,1,0,Partial Co,Skilled Manual,0,1,Issaquah,WA,98027
1556,2876,Neil,Moreno,39,S,M,60000,1,0,Graduate D,Professional,0,0,Lynnwood,WA,98036
1621,9033,Philip,Martin,34,M,M,20000,0,0,High Schoo,Manual,1,1,Burien,WA,98168
1646,5213,Ross,Alonso,34,M,M,80000,0,0,Partial Co,Management,0,2,Ballard,WA,98107
1647,6132,Robin,Alonso,55,S,F,30000,1,0,High Schoo,Clerical,0,1,Everett,WA,98201
1677,5196,Ross,Garcia,35,S,M,20000,0,0,High Schoo,Manual,0,1,Olympia,WA,98501
1692,47595703000,Rebecca,Hall,44,M,F,50000,0,0,Graduate D,Skilled Manual,0,0,Lynnwood,WA,98036
1741,7856,Ricardo,Rai,32,M,M,20000,0,0,High Schoo,Manual,1,1,Bremerton,WA,98312
1759,3252,Regina,Srini,64,M,F,40000,5,0,High Schoo,Professional,1,3,Port Orchard,WA,98366
1764,2682,Ramon,Sun,50,S,M,40000,3,0,Partial Hi,Clerical,1,2,Bellingham,WA,98225
1767,6786,Renee,Vazquez,38,M,F,90000,0,0,High Schoo,Management,1,3,Olympia,WA,98501
1777,7769,Russell,Yuan,58,M,M,30000,3,0,High Schoo,Skilled Manual,1,2,Bellingham,WA,98225
1778,5707,Rafael,Zheng,49,S,M,50000,1,0,Partial Co,Skilled Manual,0,1,Newport Hills,WA,98006
1798,3119,Stefanie,Chandra,67,M,F,50000,2,0,Graduate D,Management,1,1,Bellingham,WA,98225
1819,81431469300,Sean,Hall,40,M,M,70000,4,0,Graduate D,Professional,0,0,Lynnwood,WA,98036
1820,47660344243,Sierra,Hall,51,S,F,40000,2,0,Partial Co,Clerical,1,1,Bothell,WA,98011
1842,1179,Summer,Malhotra,39,S,F,30000,0,0,High Schoo,Manual,0,1,Lynnwood,WA,98036
1884,44205911200,Sierra,Scott,37,S,F,80000,0,0,Bachelors,Management,0,1,Marysville,WA,98270
1893,55700464248,Samantha,Washington,46,M,F,40000,0,0,High Schoo,Skilled Manual,0,1,Issaquah,WA,98027
1895,10140,Shannon,Xu,53,M,F,50000,1,0,Partial Co,Skilled Manual,0,1,Seattle,WA,98104
1909,1694,Tommy,Aggarwal,56,S,M,20000,2,0,Partial Hi,Manual,0,2,Bothell,WA,98011
1914,3450,Terrance,Arun,40,S,M,50000,0,0,Graduate D,Skilled Manual,0,0,Lynnwood,WA,98036
1915,56999007500,Trevor,Bennett,69,S,M,50000,3,0,Bachelors,Management,1,2,Bellevue,WA,98004
1930,6219,Theresa,Gutierrez,41,M,F,20000,0,0,Partial Co,Manual,1,1,Seattle,WA,98104
1939,9525,Tara,Kumar,37,M,F,50000,0,0,Graduate D,Skilled Manual,1,0,Lynnwood,WA,98036
1962,4527,Tabitha,Raman,48,S,F,30000,1,0,Partial Co,Clerical,1,1,Kirkland,WA,98033
1983,2857,Tyrone,Torres,33,M,M,30000,0,0,Partial Hi,Clerical,1,2,Bellingham,WA,98225
1999,1939,Trisha,Zhu,38,S,F,10000,0,0,Partial Hi,Manual,0,2,Ballard,WA,98107
2004,91909561753,Victoria,Flores,53,S,F,90000,2,0,Partial Co,Professional,0,1,Ellensburg,WA,98926
2036,6251,Wendy,Rubio,67,M,F,20000,2,0,Partial Co,Manual,1,0,Burien,WA,98168
2053,1437,Yolanda,Lal,34,M,F,10000,0,0,High Schoo,Manual,1,2,Burien,WA,98168
2056,29688712400,Zachary,Gonzales,61,M,M,10000,4,0,High Schoo,Skilled Manual,1,2,Bellingham,WA,98225
61,31616555452,Ana,Hughes,59,M,F,70000,5,2,Partial Hi,Skilled Manual,1,2,Lynnwood,WA,98036
68,29988089800,Alexia,Jenkins,56,M,F,60000,3,1,Partial Hi,Skilled Manual,0,2,Tacoma,WA,98403
69,2499,Audrey,Jimenez,49,S,F,10000,1,1,High Schoo,Manual,1,1,Kirkland,WA,98033
83,30015577100,Alexia,Long,60,S,F,40000,2,1,Partial Hi,Skilled Manual,1,2,Bellingham,WA,98225
97,39921854734,Alexa,Morgan,38,M,F,10000,3,3,High Schoo,Manual,1,1,Bremerton,WA,98312
110,11840580100,Amanda,Patterson,60,S,F,50000,2,1,Partial Co,Professional,1,2,Puyallup,WA,98371
149,5318,Alisha,Sharma,51,M,F,70000,5,5,Graduate D,Professional,1,3,Edmonds,WA,98020
167,96115834100,Alyssa,Torres,63,S,F,50000,2,1,Bachelors,Management,0,1,Marysville,WA,98270
169,34826805600,Alexandria,Torres,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,0,Bothell,WA,98011
190,2087,Andres,Yuan,46,M,M,60000,3,3,Bachelors,Professional,1,2,Lynnwood,WA,98036
307,1959,Bianca,Zhou,53,M,F,120000,2,4,High Schoo,Professional,0,4,Everett,WA,98201
315,38032549600,Catherine,Bailey,38,M,F,100000,3,2,Partial Co,Professional,1,4,Bellingham,WA,98225
324,2448,Claudia,Cai,63,S,F,50000,2,1,Bachelors,Management,1,1,Marysville,WA,98270
331,9739,Chad,Chander,53,S,M,70000,2,1,Partial Co,Professional,1,0,Redmond,WA,98052
353,168,Cedric,Goel,50,S,M,70000,5,4,Partial Co,Skilled Manual,0,3,Bellingham,WA,98225
388,3958,Calvin,Lal,40,M,M,20000,2,2,High Schoo,Manual,0,1,Bremerton,WA,98312
390,8269,Candice,Li,54,M,F,60000,2,1,Partial Co,Professional,1,1,Issaquah,WA,98027
398,153,Cedric,Luo,65,M,M,30000,2,1,Partial Hi,Skilled Manual,0,2,Index,WA,98256
420,3833,Cassie,Pal,35,M,F,70000,5,5,Graduate D,Professional,1,2,Puyallup,WA,98371
425,3116,Cindy,Perez,58,M,F,90000,4,1,Partial Co,Professional,1,2,Lynnwood,WA,98036
432,162,Cedric,Raje,59,S,M,50000,2,1,High Schoo,Professional,1,2,Bellingham,WA,98225
433,1642,Clifford,Raman,32,M,M,30000,4,4,Partial Co,Clerical,1,2,Bremerton,WA,98312
446,2591,Cheryl,Rubio,60,S,F,110000,4,5,Partial Co,Management,0,2,Gold Bar,WA,98251
465,3822,Cassie,Shen,49,S,F,40000,4,3,High Schoo,Skilled Manual,0,3,Redmond,WA,98052
479,34765109400,Caitlin,Torres,40,S,F,50000,1,1,Bachelors,Skilled Manual,0,1,Lynnwood,WA,98036
498,8271,Candice,Yang,49,M,F,40000,4,3,High Schoo,Skilled Manual,1,3,Redmond,WA,98052
517,5432,Dawn,Anand,54,M,F,90000,2,1,Partial Co,Professional,1,1,Everett,WA,98201
522,10174,Dustin,Bhat,50,M,M,40000,4,2,High Schoo,Skilled Manual,1,2,Walla Walla,WA,99362
543,4214,Deanna,Engineer,44,M,F,80000,5,5,Graduate D,Management,0,3,Edmonds,WA,98020
591,3814,Deborah,Rai,59,S,F,50000,2,1,High Schoo,Professional,1,2,Issaquah,WA,98027
675,78298627700,Eric,Hernandez,47,S,M,80000,4,3,Partial Co,Professional,0,2,Everett,WA,98201
687,2711,Ernest,Ma,41,S,M,50000,2,2,Bachelors,Skilled Manual,1,0,Lynnwood,WA,98036
780,59254879355,Gavin,Foster,52,S,M,60000,3,2,Bachelors,Professional,0,1,Issaquah,WA,98027
784,24376296997,Gabriel,Hayes,40,S,M,70000,5,5,Graduate D,Professional,1,2,Bellevue,WA,98004
807,6818,Gina,Rubio,62,M,F,40000,2,1,High Schoo,Professional,1,2,Chehalis,WA,98532
891,3495,Ivan,Patel,40,S,M,120000,0,5,Partial Hi,Professional,1,4,Burien,WA,98168
936,65935028195,Jesse,Cooper,31,S,M,10000,1,1,High Schoo,Manual,1,0,Kirkland,WA,98033
955,7245,Johnathan,Garcia,45,S,M,90000,4,4,Partial Co,Professional,1,3,Everett,WA,98201
963,74418109655,Jonathan,Gonzalez,45,M,M,20000,2,2,High Schoo,Manual,1,2,Olympia,WA,98501
966,35433097481,Jade,Gray,46,M,F,50000,4,2,Bachelors,Skilled Manual,1,2,Issaquah,WA,98027
988,34005910200,Jada,Kelly,65,M,F,60000,3,1,Partial Hi,Skilled Manual,0,3,Olympia,WA,98501
1004,6820,Jill,Martin,36,M,F,40000,3,3,Partial Co,Clerical,1,2,Lynnwood,WA,98036
1018,67695426300,Jeremiah,Morgan,58,M,M,50000,2,1,High Schoo,Professional,1,2,Issaquah,WA,98027
1046,7810,Jerry,Raji,40,M,M,20000,2,2,High Schoo,Manual,0,1,Kirkland,WA,98033
1057,6830,Jill,Romero,48,S,F,80000,5,4,Partial Co,Professional,0,3,Everett,WA,98201
1083,857,Janelle,Srini,38,M,F,70000,5,4,Partial Co,Skilled Manual,1,3,Bellingham,WA,98225
1094,3417,Jermaine,Suri,36,M,M,100000,0,5,High Schoo,Management,1,2,Bellevue,WA,98004
1118,5041,Jenny,Zhao,58,S,F,20000,2,1,Partial Hi,Clerical,1,2,Duvall,WA,98019
1127,9896,Kristin,Anand,43,S,F,90000,2,1,High Schoo,Professional,0,2,Lynnwood,WA,98036
1152,6432,Kristy,Dominguez,57,S,F,50000,2,1,High Schoo,Professional,1,2,Issaquah,WA,98027
1178,10110,Kristen,Lin,61,S,F,50000,2,1,Partial Co,Professional,0,2,Duvall,WA,98019
1186,6425,Kristy,Moreno,42,S,F,30000,1,1,Bachelors,Clerical,1,0,Everett,WA,98201
1201,23798892500,Kyle,Powell,53,S,M,70000,2,1,Partial Co,Professional,1,0,Redmond,WA,98052
1247,41608105897,Katelyn,Turner,53,M,F,20000,2,1,Partial Hi,Clerical,1,2,Bothell,WA,98011
1252,5365,Kelli,Yuan,49,S,F,40000,4,3,High Schoo,Skilled Manual,1,3,Marysville,WA,98270
1283,3368,Levi,Kapoor,32,M,M,130000,4,5,High Schoo,Management,1,4,Tacoma,WA,98403
1352,7386,Molly,Arun,62,M,F,40000,2,1,High Schoo,Professional,0,2,Puyallup,WA,98371
1357,37695975300,Mariah,Bell,54,S,F,70000,4,3,Partial Co,Professional,1,0,Monroe,WA,98272
1400,7135,Marc,Gutierrez,42,S,M,40000,3,2,High Schoo,Skilled Manual,1,2,Edmonds,WA,98020
1456,1542,Marco,Raman,35,S,M,40000,3,3,Partial Co,Clerical,0,2,Everett,WA,98201
1469,1346,Mayra,Rodriguez,40,M,F,110000,0,5,High Schoo,Management,1,4,Ballard,WA,98107
1473,2904,Marvin,Romero,39,S,M,50000,1,1,Graduate D,Skilled Manual,0,0,Lynnwood,WA,98036
1474,33443461700,Melissa,Ross,41,M,F,60000,3,3,Bachelors,Professional,1,2,Seattle,WA,98104
1482,3897,Michele,Sanz,65,S,F,70000,5,1,High Schoo,Professional,0,3,Everett,WA,98201
1488,505,Marshall,Sharma,58,M,M,20000,2,1,Partial Hi,Clerical,1,2,Marysville,WA,98270
1494,4413,Michele,Srini,54,M,F,90000,2,1,Partial Co,Professional,0,1,Issaquah,WA,98027
1519,2002,Martha,Zhang,39,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Everett,WA,98201
1562,908,Nelson,Navarro,36,S,M,60000,2,2,Bachelors,Professional,1,1,Monroe,WA,98272
1567,69952355027,Nathaniel,Reed,45,M,M,50000,4,4,Bachelors,Skilled Manual,1,1,Kent,WA,98031
1568,49608572100,Natalie,Robinson,45,S,F,90000,4,4,Partial Co,Professional,1,3,Issaquah,WA,98027
1584,7637,Nichole,Xu,62,M,F,50000,2,1,Partial Co,Professional,1,2,Puyallup,WA,98371
1635,688,Paula,Serrano,31,S,F,30000,3,3,Partial Co,Clerical,0,2,Bremerton,WA,98312
1690,4906,Roy,Gutierrez,63,M,M,100000,3,4,High Schoo,Management,1,4,Gold Bar,WA,98251
1698,574,Robyn,Hernandez,45,S,F,90000,4,4,Partial Co,Professional,1,3,Redmond,WA,98052
1720,9203,Raymond,Mehta,48,S,M,90000,5,4,Partial Co,Professional,1,3,Issaquah,WA,98027
1749,34534358978,Riley,Sanders,35,M,F,40000,3,3,Partial Co,Clerical,0,1,Ballard,WA,98107
1755,27623406100,Ryan,Sharma,56,S,M,80000,3,2,Partial Co,Professional,0,1,Bellevue,WA,98004
1810,55694096684,Samantha,Flores,54,S,F,120000,3,4,High Schoo,Professional,0,4,Olympia,WA,98501
1811,56189168100,Sarah,Foster,61,S,F,50000,2,1,Partial Co,Professional,0,2,Duvall,WA,98019
1853,7905,Shaun,Nara,51,M,M,100000,1,1,Bachelors,Management,1,3,Edmonds,WA,98020
1904,2731,Steve,Zhao,49,M,M,80000,5,4,Partial Co,Professional,1,3,Renton,WA,98055
1923,1681,Tommy,Deng,62,S,M,30000,2,1,Partial Hi,Skilled Manual,0,4,Issaquah,WA,98027
1961,7417,Tina,Raman,47,M,F,50000,4,2,Bachelors,Professional,1,2,Bellingham,WA,98225
1963,66257853500,Timothy,Richardson,49,S,M,80000,5,4,Partial Co,Professional,0,3,Yakima,WA,98901
1982,64292041100,Timothy,Torres,61,S,M,50000,2,1,Partial Co,Professional,0,2,Marysville,WA,98270
1990,2482,Trisha,Yang,50,S,F,40000,4,2,High Schoo,Skilled Manual,0,3,Issaquah,WA,98027
2038,534,Warren,Sun,56,M,M,60000,3,1,Partial Hi,Skilled Manual,0,3,Bellingham,WA,98225
26,58763294800,Antonio,Coleman,33,M,M,60000,0,0,Partial Co,Skilled Manual,1,2,Portland,OR,97205
77,2417,Aimee,Liang,44,M,F,20000,2,2,High Schoo,Manual,0,1,Corvallis,OR,97330
115,14424062371,Anna,Peterson,40,M,F,70000,4,0,Graduate D,Professional,1,0,Oregon City,OR,97045
125,212,Alvin,Raje,66,S,M,50000,4,0,Bachelors,Management,0,2,Corvallis,OR,97330
148,208,Alvin,Shan,58,M,M,50000,2,1,Partial Hi,Skilled Manual,1,2,W. Linn,OR,97068
152,2080,Andres,She,44,S,M,100000,0,0,Graduate D,Management,1,1,Lebanon,OR,97355
162,4817,Arthur,Suarez,37,S,M,20000,0,0,Partial Hi,Manual,0,2,Beaverton,OR,97005
168,6733,Albert,Torres,33,S,M,50000,0,0,Partial Co,Skilled Manual,0,2,Portland,OR,97205
248,929,Byron,Moreno,35,S,M,130000,5,5,Partial Hi,Professional,0,4,Lebanon,OR,97355
258,43731299600,Bailey,Perez,44,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Woodburn,OR,97071
323,22966404557,Caleb,Bryant,38,M,M,50000,1,0,Graduate D,Skilled Manual,0,0,Beaverton,OR,97005
350,23214331900,Connor,Foster,51,M,M,70000,1,0,Graduate D,Professional,1,1,Salem,OR,97301
352,7478,Casey,Goel,41,S,F,80000,4,4,Graduate D,Management,0,0,Lebanon,OR,97355
391,1980,Cara,Liu,47,S,F,10000,3,2,Partial Hi,Manual,1,2,Beaverton,OR,97005
431,3964,Calvin,Raje,43,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Woodburn,OR,97071
440,9309,Cassandra,Rodriguez,42,S,F,110000,2,1,Graduate D,Management,1,3,Portland,OR,97205
452,3204,Carla,Sara,38,M,F,40000,4,4,Partial Co,Clerical,1,2,Woodburn,OR,97071
473,51063804626,Chloe,Thomas,35,S,F,40000,0,0,High Schoo,Skilled Manual,1,2,W. Linn,OR,97068
497,4985,Christy,Yang,37,S,F,50000,0,0,Graduate D,Skilled Manual,1,0,Beaverton,OR,97005
507,1987,Cara,Zhao,34,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Salem,OR,97301
536,20165743800,Devin,Davis,60,S,M,10000,2,1,Partial Hi,Clerical,1,3,Portland,OR,97205
540,698,Diane,Diaz,37,S,F,50000,1,0,Graduate D,Skilled Manual,1,0,Woodburn,OR,97071
541,6659,Danny,Dominguez,37,S,M,70000,0,0,Partial Co,Professional,0,2,Oregon City,OR,97045
585,9007,Derrick,Ortega,30,S,M,50000,0,0,High Schoo,Skilled Manual,0,2,Milwaukie,OR,97222
598,3189,Dominique,Rodriguez,69,S,F,70000,5,0,Graduate D,Management,1,2,Milwaukie,OR,97222
613,1882,Donna,Shen,39,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Woodburn,OR,97071
703,17148382100,Edward,Robinson,40,M,M,50000,1,1,Bachelors,Skilled Manual,0,0,Woodburn,OR,97071
742,338,Franklin,Liang,38,S,M,110000,0,5,High Schoo,Management,0,4,Lake Oswego,OR,97034
746,997,Francis,Martin,34,S,M,70000,4,0,Graduate D,Professional,0,0,Oregon City,OR,97045
778,13115171200,Gabrielle,Flores,64,S,F,30000,5,0,Partial Hi,Skilled Manual,0,4,W. Linn,OR,97068
961,2970,Jaime,Gomez,67,S,F,60000,3,0,Graduate D,Management,1,2,W. Linn,OR,97068
978,22207747100,Jason,Hughes,70,S,M,10000,2,0,Bachelors,Clerical,0,1,Beaverton,OR,97005
985,82114815711,Jonathan,Jones,31,S,M,20000,4,4,High Schoo,Manual,1,3,Corvallis,OR,97330
1006,2944,Julio,Martin,62,S,M,40000,2,1,High Schoo,Professional,1,2,Lake Oswego,OR,97034
1039,28779105544,Jordyn,Price,65,S,F,50000,5,0,Bachelors,Management,1,2,Lake Oswego,OR,97034
1050,36402265400,Jacqueline,Richardson,33,S,F,30000,0,0,Partial Co,Clerical,1,1,Corvallis,OR,97330
1052,72734326100,Jose,Roberts,48,M,M,50000,1,0,Bachelors,Professional,0,1,Portland,OR,97205
1074,27922783500,Justin,Sharma,32,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Salem,OR,97301
1082,9577,Joel,Srini,51,M,M,40000,2,0,Partial Co,Skilled Manual,1,2,Portland,OR,97205
1117,2269,Jessie,Zhang,35,S,M,50000,0,0,High Schoo,Skilled Manual,0,2,Oregon City,OR,97045
1123,81222772000,Kyle,Allen,59,S,M,60000,2,1,Partial Co,Professional,0,1,Lake Oswego,OR,97034
1135,740,Kellie,Castro,53,S,F,20000,2,1,Partial Hi,Clerical,0,2,Woodburn,OR,97071
1139,7624,Kara,Chander,33,M,F,20000,0,0,Partial Co,Manual,0,0,Beaverton,OR,97005
1192,9892,Kristin,Nath,65,M,F,30000,2,1,Partial Hi,Skilled Manual,1,2,W. Linn,OR,97068
1203,7364,Kristopher,Prasad,58,M,M,30000,3,0,High Schoo,Skilled Manual,0,2,Milwaukie,OR,97222
1240,741,Kellie,Suarez,51,S,F,50000,4,0,Graduate D,Skilled Manual,0,0,Portland,OR,97205
1244,37315332300,Kay,Torres,39,S,F,50000,1,0,Graduate D,Professional,1,0,Beaverton,OR,97005
1266,5830,Louis,Chander,45,S,M,20000,2,2,High Schoo,Manual,1,1,Corvallis,OR,97330
1277,6468,Lee,Hernandez,71,S,M,50000,3,0,Graduate D,Management,0,2,W. Linn,OR,97068
1280,5825,Louis,Jai,34,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Lebanon,OR,97355
1289,6345,Louis,Lin,36,M,M,60000,0,0,Partial Co,Professional,1,2,Oregon City,OR,97045
1328,73247271776,Luis,Turner,32,S,M,20000,5,5,High Schoo,Manual,0,3,Corvallis,OR,97330
1372,4613,Meredith,Chandra,47,M,F,90000,0,0,Partial Co,Professional,0,1,Milwaukie,OR,97222
1394,12905728200,Maria,Gonzales,39,S,F,60000,1,0,Graduate D,Professional,1,0,Oregon City,OR,97045
1407,2395,Mandy,Hu,65,S,F,30000,2,1,Partial Hi,Skilled Manual,0,3,W. Linn,OR,97068
1418,1764,Melvin,Lal,53,S,M,70000,5,2,Partial Hi,Skilled Manual,1,2,Lake Oswego,OR,97034
1436,1030,Max,Munoz,60,S,M,30000,4,0,High Schoo,Professional,1,2,Salem,OR,97301
1463,39578430100,Melissa,Reed,33,M,F,40000,0,0,Partial Hi,Clerical,1,2,Milwaukie,OR,97222
1465,43787770900,Morgan,Roberts,44,M,F,60000,0,0,Graduate D,Professional,0,0,Beaverton,OR,97005
1472,8813,Meghan,Romero,52,S,F,40000,2,0,Partial Co,Clerical,0,1,Woodburn,OR,97071
1535,40064392700,Natalie,Evans,35,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,Portland,OR,97205
1560,1798,Nina,Nara,45,S,F,90000,4,4,Partial Co,Professional,0,3,Salem,OR,97301
1569,7020,Nancy,Rodriguez,36,S,F,80000,0,0,High Schoo,Management,1,3,Lake Oswego,OR,97034
1628,9325,Patricia,Rana,47,M,F,20000,2,1,Partial Hi,Clerical,1,2,Woodburn,OR,97071
1648,4286,Rebekah,Alvarez,39,M,F,70000,0,0,Bachelors,Professional,1,1,Salem,OR,97301
1656,43147892355,Rebecca,Carter,66,S,F,30000,5,0,Partial Hi,Clerical,0,2,Corvallis,OR,97330
1657,18571680188,Richard,Carter,38,S,M,80000,0,0,Bachelors,Management,0,1,W. Linn,OR,97068
1683,6671,Roberto,Gomez,61,S,M,50000,2,1,Partial Co,Professional,0,2,Lake Oswego,OR,97034
1697,6106,Rodney,Hernandez,51,M,M,20000,2,0,Partial Co,Manual,0,1,Beaverton,OR,97005
1707,7770,Russell,Kumar,49,M,M,50000,1,0,Partial Co,Skilled Manual,0,1,Lebanon,OR,97355
1728,268,Raquel,Munoz,38,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Woodburn,OR,97071
1735,3245,Regina,Patel,44,S,F,70000,5,0,Graduate D,Professional,0,0,Oregon City,OR,97045
1745,5214,Ross,Romero,50,M,M,40000,4,2,High Schoo,Skilled Manual,1,2,Portland,OR,97205
1754,5924,Roger,Shan,42,M,M,90000,4,4,Partial Co,Skilled Manual,0,2,Milwaukie,OR,97222
1758,25627268600,Robert,Simmons,53,S,M,20000,2,1,Partial Hi,Clerical,1,2,Woodburn,OR,97071
1775,2305,Ronnie,Ye,31,S,M,20000,5,5,High Schoo,Manual,0,1,Beaverton,OR,97005
1825,3657,Sharon,Jai,48,M,F,40000,1,0,Bachelors,Skilled Manual,0,1,Corvallis,OR,97330
1890,41450129151,Sydney,Turner,34,S,F,60000,0,0,Partial Co,Skilled Manual,0,2,Milwaukie,OR,97222
1917,8503,Todd,Cai,52,S,M,40000,1,0,Partial Co,Clerical,0,1,Woodburn,OR,97071
1943,4532,Tabitha,Lopez,36,M,F,60000,2,0,Graduate D,Professional,0,0,Oregon City,OR,97045
2042,5966,Willie,Xie,38,S,M,40000,4,3,High Schoo,Skilled Manual,0,3,Lebanon,OR,97355
23,85459846854,Alexander,Clark,36,S,M,90000,4,4,Partial Co,Skilled Manual,0,2,Milwaukie,OR,97222
